BlockKey,blockGeometry
A|1171,"POLYGON ((-83.7775650814489 12.283115609557202 0, -83.777429782253009 12.282945244889003 0, -83.777147804625216 12.282831537941401 0, -83.776519710753234 12.282641896735703 0, -83.77581458220142 12.2825782773183 0, -83.774788841919815 12.282602653016301 0, -83.773224134869309 12.283168749949002 0, -83.772441610964108 12.283647228521703 0, -83.772338702678425 12.2840380102824 0, -83.77203039927322 12.284718619366204 0, -83.771877902644519 12.285438550127802 0, -83.770492831163111 12.285387167922602 0, -83.770822979314218 12.281693118387102 0, -83.779423037294421 12.2777599819166 0, -83.7804289782585 12.2783975259575 0, -83.7823344396091 12.277518248144602 0, -83.78225670810572 12.2786051462441 0, -83.782102139561616 12.279813243420804 0, -83.781889014632412 12.282191756734601 0, -83.7817855153176 12.2835446286733 0, -83.7775650814489 12.283115609557202 0))"
A|1172,"POLYGON ((-83.771877902644519 12.285438550127802 0, -83.771877915229311 12.285438901814198 0, -83.771888438581925 12.285790233899501 0, -83.772067518213319 12.286282119215103 0, -83.77238770207731 12.2866984700311 0, -83.772823552737918 12.286799700982604 0, -83.773131262442192 12.286812564752102 0, -83.77358018328782 12.286623807062401 0, -83.773977859872915 12.2863845718404 0, -83.774221632852317 12.286195643645103 0, -83.7747219886864 12.285830405740402 0, -83.775850602796908 12.285465681908402 0, -83.77696648784142 12.284987465371703 0, -83.777505302425709 12.284622253569502 0, -83.777608118657 12.284332338694604 0, -83.777480411462719 12.283727020893702 0, -83.7775650814489 12.283115609557202 0, -83.7817855153176 12.2835446286733 0, -83.7814624301345 12.287338935334603 0, -83.781329429988816 12.288302065136604 0, -83.778048943752012 12.288056968850498 0, -83.777837337211409 12.288113536012702 0, -83.777753895241617 12.288233250200001 0, -83.777567055052614 12.290029091790604 0, -83.775829184354407 12.289940148938898 0, -83.775661196598008 12.2914782627842 0, -83.7700965269888 12.290964762313601 0, -83.770402544539621 12.286324861138098 0, -83.770492831163111 12.285387167922602 0, -83.771877902644519 12.285438550127802 0))"
A|1181,"POLYGON ((-83.7700965269888 12.290964762313601 0, -83.767908666441414 12.290808417874901 0, -83.7681598720989 12.290219030446801 0, -83.7683720008339 12.289569866441406 0, -83.768429941680026 12.289292525955902 0, -83.768366014703631 12.2890844297348 0, -83.768282888258909 12.288838491403002 0, -83.7681868905096 12.288649280910603 0, -83.76803957822051 12.288491548445103 0, -83.7677576155305 12.288358918932502 0, -83.767475592216812 12.2882956364603 0, -83.76711021656331 12.2882448914174 0, -83.766821604970531 12.288383340490903 0, -83.7666867598099 12.2886290935619 0, -83.766635055906534 12.289101872480602 0, -83.766551174942521 12.2897133186651 0, -83.766710875429212 12.290362798339602 0, -83.7668289421282 12.290735461682102 0, -83.7666544616235 12.290723671757206 0, -83.763922278454714 12.291982189685001 0, -83.760874103306818 12.290040405497297 0, -83.76138981618702 12.285399396050598 0, -83.7633704391232 12.285627976720802 0, -83.766209910731718 12.285950932303402 0, -83.770402544539621 12.286324861138098 0, -83.7700965269888 12.290964762313601 0))"
A|1182,"POLYGON ((-83.7670128223084 12.290747886636604 0, -83.76702910184801 12.291177900908798 0, -83.767002786497017 12.291940699467 0, -83.76693826599741 12.292407163110502 0, -83.766796830063114 12.292854648271403 0, -83.7664567862176 12.293150660604004 0, -83.7664373362226 12.293396511877003 0, -83.766699964926133 12.2936489080828 0, -83.767187079437008 12.293788017644202 0, -83.767481758794816 12.294046744682902 0, -83.76750704834491 12.294450241653898 0, -83.76750039911289 12.294721321087401 0, -83.76737824028892 12.295118388416602 0, -83.7672838202159 12.295370146556301 0, -83.767054277255227 12.295351372038303 0, -83.766771752087621 12.295849171333101 0, -83.766474484569613 12.296641940990002 0, -83.7663379904061 12.296627928459902 0, -83.760206077812313 12.296192235443401 0, -83.760335342034409 12.294782762253101 0, -83.760465561670983 12.292316099615102 0, -83.760798972263814 12.2915990122041 0, -83.760874103306818 12.290040405497297 0, -83.763922278454714 12.291982189685001 0, -83.7666544616235 12.290723671757206 0, -83.7668289421282 12.290735461682102 0, -83.7670128223084 12.290747886636604 0))"
A|1191,"POLYGON ((-83.763836723203312 12.282224566274301 0, -83.7710446402694 12.278911978781906 0, -83.770822979314218 12.281693118387102 0, -83.770492831163111 12.285387167922602 0, -83.770402544539621 12.286324861138098 0, -83.766209910731718 12.285950932303402 0, -83.7633704391232 12.285627976720802 0, -83.763836723203312 12.282224566274301 0))"
A|1192,"POLYGON ((-83.7710446402694 12.278911978781906 0, -83.763836723203312 12.282224566274301 0, -83.764808373710025 12.275132177054605 0, -83.769149235496315 12.275468176114304 0, -83.7713058074615 12.275635077060702 0, -83.7710446402694 12.278911978781906 0))"
A|1193,"POLYGON ((-83.76138981618702 12.285399396050598 0, -83.7620507962162 12.280702165880202 0, -83.761595688203414 12.280645031379002 0, -83.761153396093221 12.280594211608106 0, -83.7606919518376 12.280455114083802 0, -83.7601406215476 12.280467240481398 0, -83.759557272137414 12.280441511819703 0, -83.759076493792008 12.280415872151503 0, -83.759006432059 12.2783573865191 0, -83.759052349410908 12.2746865318701 0, -83.764808373710025 12.275132177054605 0, -83.763836723203312 12.282224566274301 0, -83.7633704391232 12.285627976720802 0, -83.76138981618702 12.285399396050598 0))"
A|120,"POLYGON ((-83.759144305781319 12.270726055418999 0, -83.765448678809321 12.267784407542504 0, -83.7657694491495 12.267663390375402 0, -83.7657451944716 12.268425774834403 0, -83.765742927000318 12.2684970467681 0, -83.7656455674935 12.269858695638302 0, -83.765747789049414 12.270249650521698 0, -83.766681110726211 12.2716610303791 0, -83.769149235496315 12.275468176114304 0, -83.764808373710025 12.275132177054605 0, -83.759052349410908 12.2746865318701 0, -83.759089237009718 12.271737427950903 0, -83.759141284785315 12.270793552601802 0, -83.759144305781319 12.270726055418999 0))"
A|1201,"POLYGON ((-83.7657694491495 12.267663390375402 0, -83.765448678809321 12.267784407542504 0, -83.759144305781319 12.270726055418999 0, -83.759415592964814 12.264664597525202 0, -83.759653145268516 12.263777519503902 0, -83.759826385583011 12.263249075130002 0, -83.760033718087612 12.260398612785902 0, -83.754685095077633 12.2598275292681 0, -83.75466218867922 12.256920229990902 0, -83.757769433761709 12.258576583679803 0, -83.758576361939816 12.259403160382602 0, -83.7601909569565 12.2602556592029 0, -83.762170781004428 12.261291290736404 0, -83.763579322119114 12.263209020792702 0, -83.763995451195214 12.263814593602302 0, -83.7653669557668 12.265962390269502 0, -83.765642238144011 12.266372406243804 0, -83.765744631068912 12.266567927543798 0, -83.765795674487919 12.2668390567477 0, -83.7657694491495 12.267663390375402 0))"
A|121,"POLYGON ((-83.7588182344752 12.254296837500101 0, -83.758886969090511 12.254426174507302 0, -83.762170781004428 12.261291290736404 0, -83.7601909569565 12.2602556592029 0, -83.758576361939816 12.259403160382602 0, -83.757769433761709 12.258576583679803 0, -83.75466218867922 12.256920229990902 0, -83.752422854948122 12.255617176176703 0, -83.752400839412914 12.255233656723805 0, -83.752414165193628 12.254691497564803 0, -83.752542801193613 12.254225094165303 0, -83.752709873452616 12.2537839425797 0, -83.7588182344752 12.254296837500101 0))"
A|122,"POLYGON ((-83.762170781004428 12.261291290736404 0, -83.758886969090511 12.254426174507302 0, -83.7588182344752 12.254296837500101 0, -83.758856635855508 12.254300061476503 0, -83.764240722032014 12.254708215582603 0, -83.764265225012622 12.254439838540902 0, -83.766454161912819 12.253648814763505 0, -83.7675652366206 12.256204642081501 0, -83.769677343596612 12.255476455888402 0, -83.770866145257784 12.2577067949139 0, -83.770274889120813 12.2580575733407 0, -83.7711437726675 12.259578352544802 0, -83.7718847336517 12.260720606104801 0, -83.771164638191209 12.260936442232504 0, -83.770100197985812 12.261332724455201 0, -83.768978194286319 12.2615776503301 0, -83.767484483223512 12.261721387647501 0, -83.766099978155921 12.261600428554003 0, -83.763933482807118 12.2614157474821 0, -83.762170781004428 12.261291290736404 0))"
A|1231,"POLYGON ((-83.762170781004428 12.261291290736404 0, -83.763933482807118 12.2614157474821 0, -83.766099978155921 12.261600428554003 0, -83.767484483223512 12.261721387647501 0, -83.768978194286319 12.2615776503301 0, -83.770100197985812 12.261332724455201 0, -83.771164638191209 12.260936442232504 0, -83.7718847336517 12.260720606104801 0, -83.774585841505512 12.265037106957802 0, -83.770993288291322 12.264639747183002 0, -83.763995451195214 12.263814593602302 0, -83.763579322119114 12.263209020792702 0, -83.762170781004428 12.261291290736404 0))"
A|1232,"POLYGON ((-83.7771601164648 12.266429371292402 0, -83.773179130741013 12.268339387264101 0, -83.7710072473808 12.266900197379801 0, -83.7666463437403 12.269008466751202 0, -83.7657451944716 12.268425774834403 0, -83.7657694491495 12.267663390375402 0, -83.765795674487919 12.2668390567477 0, -83.765744631068912 12.266567927543798 0, -83.765642238144011 12.266372406243804 0, -83.7653669557668 12.265962390269502 0, -83.763995451195214 12.263814593602302 0, -83.770993288291322 12.264639747183002 0, -83.774585841505512 12.265037106957802 0, -83.77491906633432 12.265045364119002 0, -83.7750756576981 12.265060255642501 0, -83.7771601164648 12.266429371292402 0))"
A|1233,"POLYGON ((-83.7831193501785 12.265706500920698 0, -83.7827887076614 12.265916852240201 0, -83.781441912275113 12.266672300883602 0, -83.780826121698112 12.267150937869504 0, -83.780107637315822 12.267780794800101 0, -83.779799540892583 12.268259675961902 0, -83.7771984341903 12.2664545388881 0, -83.7771601164648 12.266429371292402 0, -83.7750756576981 12.265060255642501 0, -83.775427905559127 12.264920450154202 0, -83.776272777938416 12.264619085465903 0, -83.785131669446116 12.260661691588602 0, -83.785259375015912 12.260989018350704 0, -83.785317017769231 12.2609198424196 0, -83.785477113193608 12.260756354272202 0, -83.78642447941651 12.260278838901902 0, -83.787709673926315 12.261412544618802 0, -83.787709766221013 12.2616364629185 0, -83.789020558777608 12.2624392861618 0, -83.791139251463122 12.2614655198468 0, -83.791376017289991 12.261440528715001 0, -83.791433460707026 12.261623064304601 0, -83.791305385856617 12.261755116208601 0, -83.7890969463488 12.262936477927301 0, -83.787240763883219 12.263677597417104 0, -83.785896612429909 12.2642303197108 0, -83.7841235687715 12.265002946744206 0, -83.7831193501785 12.265706500920698 0))"
A|1234,"POLYGON ((-83.7657451944716 12.268425774834403 0, -83.7666463437403 12.269008466751202 0, -83.7710072473808 12.266900197379801 0, -83.773179130741013 12.268339387264101 0, -83.7771601164648 12.266429371292402 0, -83.7771984341903 12.2664545388881 0, -83.779799540892583 12.268259675961902 0, -83.779259089610107 12.2687100003207 0, -83.778454204054512 12.269163262169002 0, -83.77550737016962 12.270632923448904 0, -83.775556032957113 12.269942640404802 0, -83.77376856998012 12.268711829070401 0, -83.773587888904814 12.270104934257201 0, -83.772869714389728 12.270343904241301 0, -83.771350172430914 12.270651552555004 0, -83.7695873583839 12.270580729041503 0, -83.769138698257919 12.270498395455002 0, -83.768837330262429 12.270586401910803 0, -83.768228023405612 12.2709452334088 0, -83.766681110726211 12.2716610303791 0, -83.765747789049414 12.270249650521698 0, -83.7656455674935 12.269858695638302 0, -83.765742927000318 12.2684970467681 0, -83.7657451944716 12.268425774834403 0))"
A|124,"POLYGON ((-83.775108682190918 12.275934091566201 0, -83.77550737016962 12.270632923448904 0, -83.77550737016962 12.270632923448904 0, -83.778454204054512 12.269163262169002 0, -83.779259089610107 12.2687100003207 0, -83.779799540892583 12.268259675961902 0, -83.780107637315822 12.267780794800101 0, -83.780826121698112 12.267150937869504 0, -83.781441912275113 12.266672300883602 0, -83.7827887076614 12.265916852240201 0, -83.7831193501785 12.265706500920698 0, -83.78325907581592 12.265832917072602 0, -83.783009308353314 12.2685553860352 0, -83.7828604079337 12.270339391236202 0, -83.7826774649727 12.272721698580797 0, -83.782406694164 12.276507923626502 0, -83.775108682190918 12.275934091566201 0))"
A|1241,"POLYGON ((-83.77550737016962 12.270632923448904 0, -83.775108682190918 12.275934091566201 0, -83.7713058074615 12.275635077060702 0, -83.769149235496315 12.275468176114304 0, -83.766681110726211 12.2716610303791 0, -83.768228023405612 12.2709452334088 0, -83.768837330262429 12.270586401910803 0, -83.769138698257919 12.270498395455002 0, -83.7695873583839 12.270580729041503 0, -83.771350172430914 12.270651552555004 0, -83.772869714389728 12.270343904241301 0, -83.773587888904814 12.270104934257201 0, -83.77376856998012 12.268711829070401 0, -83.775556032957113 12.269942640404802 0, -83.77550737016962 12.270632923448904 0))"
A|125,"POLYGON ((-83.7826774649727 12.272721698580797 0, -83.7828604079337 12.270339391236202 0, -83.783009308353314 12.2685553860352 0, -83.78325907581592 12.265832917072602 0, -83.784283309188 12.265279956526001 0, -83.7848078947981 12.265406225068306 0, -83.7874184872098 12.265471189372501 0, -83.788660494603818 12.264628911214103 0, -83.788673572581715 12.264276523254102 0, -83.7894289480453 12.263849192320903 0, -83.790235400336314 12.263560340432303 0, -83.792667524351515 12.262718951287605 0, -83.793601578855217 12.262895854820002 0, -83.793587910162017 12.264015967269803 0, -83.79157690922851 12.266355376515603 0, -83.790386858065219 12.266228612977402 0, -83.789961765603 12.269739681803602 0, -83.788617949876027 12.269839334053401 0, -83.788374667076411 12.270002759665902 0, -83.78824589804691 12.270996925660603 0, -83.788028209045521 12.2711603707016 0, -83.78732456603241 12.270882941659101 0, -83.7868898747701 12.270354007299003 0, -83.786314747647012 12.269409636783404 0, -83.7846768463284 12.269194399422402 0, -83.784471115222416 12.270389873199603 0, -83.783357300140921 12.270917591881002 0, -83.783305605942715 12.271534247085802 0, -83.7834712546598 12.272415372326703 0, -83.7835413126186 12.272818167914904 0, -83.7826774649727 12.272721698580797 0))"
A|126,"POLYGON ((-83.7891700931602 12.279469523094601 0, -83.787893742020714 12.279163336295301 0, -83.782410205418714 12.278699660399202 0, -83.78225670810572 12.2786051462441 0, -83.7823344396091 12.277518248144602 0, -83.782406694164 12.276507923626502 0, -83.7826774649727 12.272721698580797 0, -83.7835413126186 12.272818167914904 0, -83.7850537892789 12.272410566860401 0, -83.785814439731212 12.273246609793302 0, -83.786228103476418 12.273701271069106 0, -83.78681673553902 12.2737772433819 0, -83.788147271130413 12.274306871803 0, -83.78924831370513 12.2737539527668 0, -83.7892476932417 12.274534261706501 0, -83.793112209786116 12.2750406319504 0, -83.793084747182419 12.277431882179801 0, -83.794364454605912 12.2775335307261 0, -83.7943638685484 12.278288668449001 0, -83.7951060492936 12.278415080876702 0, -83.796641623995313 12.278642766475004 0, -83.7990584519222 12.278521626301606 0, -83.798972896518919 12.280043245773404 0, -83.7966820378894 12.280066726291901 0, -83.7891700931602 12.279469523094601 0))"
A|127,"POLYGON ((-83.82037448991322 12.269892495203104 0, -83.824973746595617 12.270296206582103 0, -83.8245883640022 12.274837617965904 0, -83.822418087721 12.274680306002402 0, -83.8225737697756 12.273234976814601 0, -83.820071706843109 12.272959276070802 0, -83.82014855999941 12.272251579935002 0, -83.82023942755832 12.271414828017202 0, -83.82037448991322 12.269892495203104 0))"
A|1272,"POLYGON ((-83.820071706843109 12.272959276070802 0, -83.8225737697756 12.273234976814601 0, -83.822418087721 12.274680306002402 0, -83.819904595387314 12.274498094411504 0, -83.820071706843109 12.272959276070802 0))"
A|149,"POLYGON ((-83.81939570401012 12.322873638732403 0, -83.81937117283772 12.322773416822201 0, -83.81880571342532 12.322285835222802 0, -83.818496469732708 12.322271808362403 0, -83.8178642020487 12.3218429216777 0, -83.817091194900115 12.321662725825302 0, -83.8162342706389 12.320874326526802 0, -83.816051887422418 12.320362809218905 0, -83.815827160865013 12.3201000497569 0, -83.814389585082409 12.319397318623201 0, -83.814411781257135 12.319354163355001 0, -83.8146231386548 12.319127765881001 0, -83.81608261974911 12.318707134556101 0, -83.8168120729419 12.319350686468301 0, -83.8173749627199 12.319349868053704 0, -83.817771959457815 12.319060664106004 0, -83.8183605984864 12.319287597281502 0, -83.818449851635634 12.319791081195504 0, -83.81875678199502 12.320181439095304 0, -83.8198297804485 12.320598109389403 0, -83.82026682408511 12.3206984472799 0, -83.82084287395891 12.3206233121183 0, -83.821746306272317 12.3205187066614 0, -83.822570852556012 12.320649611521404 0, -83.823791418224516 12.3233940659565 0, -83.823599286316309 12.323589018903602 0, -83.821193918074329 12.3244712024925 0, -83.8195713739393 12.322935951505599 0, -83.81939570401012 12.322873638732403 0))"
A|150,"POLYGON ((-83.825139813573927 12.268339193606302 0, -83.8221612897809 12.268099759630301 0, -83.821809301357121 12.268187630742501 0, -83.8215725870024 12.268130841313102 0, -83.821684181329516 12.267106432451401 0, -83.8252655725755 12.266857168099202 0, -83.825139813573927 12.268339193606302 0))"
A|1502,"POLYGON ((-83.821684181329516 12.267106432451401 0, -83.8215725870024 12.268130841313102 0, -83.821809301357121 12.268187630742501 0, -83.8221612897809 12.268099759630301 0, -83.825139813573927 12.268339193606302 0, -83.824973746595617 12.270296206582103 0, -83.82037448991322 12.269892495203104 0, -83.820497347537213 12.268507709348901 0, -83.820830608327114 12.267727616235602 0, -83.82087260086962 12.267162911769603 0, -83.821684181329516 12.267106432451401 0))"
A|151,"POLYGON ((-83.788700062831424 12.296331838982804 0, -83.789858907412011 12.295621484648901 0, -83.7901648920015 12.2959228438983 0, -83.7903886457052 12.296206191785103 0, -83.790554815366008 12.296476909796702 0, -83.790561020457119 12.2967223340618 0, -83.790375313407409 12.2968795120298 0, -83.7899529282633 12.296910652097502 0, -83.789549846352017 12.296809657402104 0, -83.7892109191262 12.2965073417118 0, -83.788700062831424 12.296331838982804 0))"
A|151,"POLYGON ((-83.787899074092408 12.296083387974402 0, -83.787777879676113 12.296040101879202 0, -83.78713845820721 12.295908301125204 0, -83.786702653094821 12.296011622787304 0, -83.786400325103813 12.2961772446282 0, -83.786006685935618 12.296280598085 0, -83.7857045195508 12.2962458078878 0, -83.785566787473 12.296111209366202 0, -83.78505519529331 12.295670311476801 0, -83.784517812650307 12.2954685189768 0, -83.784621841551214 12.293454902696602 0, -83.7880260335662 12.293759615623104 0, -83.788203266942816 12.291295235318103 0, -83.7882848859098 12.2901603290624 0, -83.788285083589 12.290157999251106 0, -83.791583485318213 12.2904240122458 0, -83.7918821536694 12.290401648458301 0, -83.791884135838927 12.290568975669299 0, -83.791927842165919 12.291953427322998 0, -83.791617257327516 12.2919724506417 0, -83.791217487576816 12.291996936012104 0, -83.790891010004231 12.292141421394001 0, -83.790869934530221 12.292256048242002 0, -83.7908013404649 12.292242037828402 0, -83.790641278701713 12.292342600391002 0, -83.790455549902717 12.292531242544804 0, -83.7901225771463 12.292795285398402 0, -83.789181369074612 12.2934364284864 0, -83.78912954772052 12.294222989660799 0, -83.788860620126911 12.294417859348501 0, -83.787957905248419 12.2949268787512 0, -83.787919065270117 12.295480615730298 0, -83.788008621037719 12.295524734786103 0, -83.789193009594214 12.294890076260803 0, -83.789186379603208 12.2951795403338 0, -83.789329518473124 12.295344826096205 0, -83.788075960560818 12.296133033227601 0, -83.787899074092408 12.296083387974402 0))"
A|152,"POLYGON ((-83.767908666441414 12.290808417874901 0, -83.7700965269888 12.290964762313601 0, -83.770069824369813 12.291316876476904 0, -83.7702955552581 12.2916296049692 0, -83.770416955613015 12.291843662119202 0, -83.7699417760424 12.292692711550401 0, -83.769889789393517 12.293251285598801 0, -83.769960162407614 12.293421561022503 0, -83.77021006560912 12.293566770020202 0, -83.7706363920888 12.293573431992904 0, -83.7708254676548 12.293630329160004 0, -83.771168205821112 12.293920614064804 0, -83.771363455810132 12.294251753341001 0, -83.7712925640008 12.294680386895601 0, -83.771247403336716 12.295008173038902 0, -83.771067654146307 12.295285412143901 0, -83.770689107223419 12.295625527628403 0, -83.770393979769509 12.295877452315901 0, -83.770335935420718 12.296274574796502 0, -83.7703357329222 12.296507833896202 0, -83.77040607422461 12.2967159349846 0, -83.770489254219612 12.296905133911402 0, -83.7698160845529 12.296910872650102 0, -83.7683724687381 12.296766732001402 0, -83.7687785959386 12.295642832651904 0, -83.768746650866 12.295516719567203 0, -83.7686120518318 12.295478779944801 0, -83.7672838202159 12.295370146556301 0, -83.76737824028892 12.295118388416602 0, -83.76750039911289 12.294721321087401 0, -83.76750704834491 12.294450241653898 0, -83.767481758794816 12.294046744682902 0, -83.767187079437008 12.293788017644202 0, -83.766699964926133 12.2936489080828 0, -83.7664373362226 12.293396511877003 0, -83.7664567862176 12.293150660604004 0, -83.766796830063114 12.292854648271403 0, -83.76693826599741 12.292407163110502 0, -83.767002786497017 12.291940699467 0, -83.76702910184801 12.291177900908798 0, -83.7670128223084 12.290747886636604 0, -83.767908666441414 12.290808417874901 0))"
A|153,"POLYGON ((-83.7559188666865 12.251405544115801 0, -83.756297776310817 12.252166941723903 0, -83.75637138718281 12.252280484805002 0, -83.757083229006412 12.251918617275802 0, -83.757160310354209 12.251742164525705 0, -83.7575723276985 12.251550246928101 0, -83.7575403756291 12.251443045272802 0, -83.757572529134421 12.251329595909802 0, -83.75787393037092 12.2511848625368 0, -83.7578964342565 12.251109230541202 0, -83.757822846035921 12.250970470592701 0, -83.757480342701825 12.250491004448302 0, -83.757530053232813 12.250462714381202 0, -83.759242423765713 12.249458682084601 0, -83.76056359219352 12.248659188446602 0, -83.7613537361178 12.248209181551701 0, -83.764265225012622 12.254439838540902 0, -83.764240722032014 12.254708215582603 0, -83.758856635855508 12.254300061476503 0, -83.7588182344752 12.254296837500101 0, -83.752709873452616 12.2537839425797 0, -83.75290573745572 12.253399555640899 0, -83.753309867892312 12.253078398962604 0, -83.7540475165253 12.252543193891702 0, -83.755153876394 12.251857012222901 0, -83.7559188666865 12.251405544115801 0))"
A|154,"POLYGON ((-83.755153876394 12.251857012222901 0, -83.7540475165253 12.252543193891702 0, -83.753309867892312 12.253078398962604 0, -83.75290573745572 12.253399555640899 0, -83.752709873452616 12.2537839425797 0, -83.752542801193613 12.254225094165303 0, -83.752414165193628 12.254691497564803 0, -83.752400839412914 12.255233656723805 0, -83.752422854948122 12.255617176176703 0, -83.752257688474316 12.255521065650003 0, -83.7494188034488 12.253404103873699 0, -83.751083902700017 12.251769487691801 0, -83.751582898666186 12.251845453444902 0, -83.751902636878512 12.252034526983099 0, -83.754642131399919 12.250929453827998 0, -83.755153876394 12.251857012222901 0))"
A|154,"POLYGON ((-83.7613537361178 12.248209181551701 0, -83.76056359219352 12.248659188446602 0, -83.759242423765713 12.249458682084601 0, -83.757530053232813 12.250462714381202 0, -83.757480342701825 12.250491004448302 0, -83.7571484618251 12.250679876155703 0, -83.756627037282414 12.249358016611401 0, -83.7568837154485 12.248540177857702 0, -83.75666715613221 12.247470207172803 0, -83.755977319390709 12.246198445996203 0, -83.7562079071566 12.245921766809703 0, -83.759574713243012 12.244401872468401 0, -83.7613451098974 12.248190720756604 0, -83.7613537361178 12.248209181551701 0))"
A|162,"POLYGON ((-83.7993023883622 12.313857907595601 0, -83.799602702512615 12.313807888819602 0, -83.800621918504717 12.313649687568004 0, -83.801359982924112 12.313518921181798 0, -83.8021249032806 12.313595668511706 0, -83.8023614042012 12.313985993557303 0, -83.8030265017005 12.314634632705602 0, -83.803947591691212 12.315289746882502 0, -83.805431294815207 12.316731859814201 0, -83.80570247794661 12.317031988408305 0, -83.80537316254842 12.3174554908528 0, -83.8049888571712 12.317876834591301 0, -83.804553449008111 12.318165992330103 0, -83.8042974010094 12.318235029824502 0, -83.803542243345518 12.318190438085804 0, -83.8029215123916 12.318108184474301 0, -83.802204726586311 12.318101373544001 0, -83.801923054803723 12.318201854259003 0, -83.800213777045812 12.318861353501404 0, -83.799960573133717 12.319009738164702 0, -83.799622102784909 12.318553966293301 0, -83.800185677128326 12.318050955047802 0, -83.800582870908613 12.317522649962704 0, -83.8005704987935 12.316956288732603 0, -83.80049413749002 12.3163772951485 0, -83.8000974120754 12.316288905886601 0, -83.7998669690616 12.316351665180605 0, -83.7996747915333 12.316590650804205 0, -83.7990986589663 12.316779011754102 0, -83.7990353017798 12.315935729674202 0, -83.7985360742041 12.315985704381001 0, -83.79669316584112 12.3156571133914 0, -83.796667953971308 12.315153670495 0, -83.796169193673109 12.314599532278303 0, -83.795772696267719 12.314221668072399 0, -83.795824176919311 12.313856724033704 0, -83.796221169003928 12.313592722714203 0, -83.796938082445209 12.313417057982802 0, -83.797203443701619 12.313604645649702 0, -83.797414482812627 12.3138061718916 0, -83.797702320014608 12.314007754845603 0, -83.798079788797011 12.314165354137302 0, -83.798502099992419 12.314266350762201 0, -83.798745250030535 12.314323165203701 0, -83.798982086550112 12.314266704331402 0, -83.799161353301827 12.3141724441209 0, -83.799283055049315 12.314034091884801 0, -83.7993023883622 12.313857907595601 0))"
A|163,"POLYGON ((-83.799960573133717 12.319009738164702 0, -83.800213777045812 12.318861353501404 0, -83.801923054803723 12.318201854259003 0, -83.802204726586311 12.318101373544001 0, -83.8029215123916 12.318108184474301 0, -83.803542243345518 12.318190438085804 0, -83.8042974010094 12.318235029824502 0, -83.804553449008111 12.318165992330103 0, -83.8049888571712 12.317876834591301 0, -83.80537316254842 12.3174554908528 0, -83.80570247794661 12.317031988408305 0, -83.8069276575496 12.318387929049099 0, -83.807311124900622 12.3191118722862 0, -83.80749647087562 12.319458107188401 0, -83.807816639773918 12.319894321637301 0, -83.807742606269017 12.319937927133202 0, -83.805757775662329 12.321081812683502 0, -83.804938149373228 12.321660166208304 0, -83.8042468651411 12.321772941942104 0, -83.803266670185323 12.323106311253603 0, -83.8031400491297 12.321256136547802 0, -83.803089205903 12.320777846988301 0, -83.802807987477109 12.320267927147004 0, -83.8024306059899 12.319978185520199 0, -83.802206640368723 12.3199339737927 0, -83.801912346100721 12.319795318858102 0, -83.80179749645032 12.319329568215602 0, -83.800248657553183 12.319397660613303 0, -83.799960573133717 12.319009738164702 0))"
A|173,"POLYGON ((-83.807816639773918 12.319894321637301 0, -83.80749647087562 12.319458107188401 0, -83.807311124900622 12.3191118722862 0, -83.8069276575496 12.318387929049099 0, -83.80570247794661 12.317031988408305 0, -83.805431294815207 12.316731859814201 0, -83.803947591691212 12.315289746882502 0, -83.8030265017005 12.314634632705602 0, -83.8023614042012 12.313985993557303 0, -83.8021249032806 12.313595668511706 0, -83.802771288381919 12.3135898430577 0, -83.803360047119412 12.313621731436404 0, -83.803583970181521 12.313716284572001 0, -83.8039613674691 12.313974560613502 0, -83.804383657453911 12.314107012186701 0, -83.805222001297921 12.314151660762601 0, -83.805868397055619 12.314133242397004 0, -83.8059255007368 12.314806613133602 0, -83.807625271486415 12.314661310597302 0, -83.807803309106916 12.315872687875402 0, -83.808627862386132 12.317094201329802 0, -83.809497621426516 12.317963216396 0, -83.810546891405821 12.318404442558302 0, -83.810955405371 12.319914998776202 0, -83.809790276792313 12.320379857263903 0, -83.809023144839912 12.319183689127003 0, -83.807816639773918 12.319894321637301 0))"
